Region_ID,Region_Name,District_ID,District_Name,Ward_ID,Ward_Name
TZ21,Manyara,TZ2101,Babati,TZ2101081,Gidas
TZ21,Manyara,TZ2101,Babati,TZ2101091,Duru
TZ21,Manyara,TZ2101,Babati,TZ2101101,Riroda
TZ21,Manyara,TZ2101,Babati,TZ2101111,Arri
TZ21,Manyara,TZ2101,Babati,TZ2101123,Dareda
TZ21,Manyara,TZ2101,Babati,TZ2101131,Dabil
TZ21,Manyara,TZ2101,Babati,TZ2101141,Ufana
TZ21,Manyara,TZ2101,Babati,TZ2101151,Bashneti
TZ21,Manyara,TZ2101,Babati,TZ2101161,Madunga
TZ21,Manyara,TZ2101,Babati,TZ2101171,Kiru
TZ21,Manyara,TZ2101,Babati,TZ2101183,Magugu
TZ21,Manyara,TZ2102,Hanang,TZ2102011,Balagidalalu
TZ21,Manyara,TZ2102,Hanang,TZ2102021,Gehandu
TZ21,Manyara,TZ2102,Hanang,TZ2102031,Laghanga
TZ21,Manyara,TZ2102,Hanang,TZ2102041,Getanuwas
TZ21,Manyara,TZ2102,Hanang,TZ2102051,Hirbadaw
TZ21,Manyara,TZ2102,Hanang,TZ2102061,Bassodesh
TZ21,Manyara,TZ2102,Hanang,TZ2102073,Bassotu
TZ21,Manyara,TZ2102,Hanang,TZ2102081,Gendabi
TZ21,Manyara,TZ2102,Hanang,TZ2102091,Mogitu
TZ21,Manyara,TZ2102,Hanang,TZ2102101,Giting
TZ21,Manyara,TZ2102,Hanang,TZ2102111,Masakta
TZ21,Manyara,TZ2102,Hanang,TZ2102121,Masqaroda
TZ21,Manyara,TZ2102,Hanang,TZ2102133,Endasak
TZ21,Manyara,TZ2102,Hanang,TZ2102141,Gidahababieg
TZ21,Manyara,TZ2102,Hanang,TZ2102151,Maskron
TZ21,Manyara,TZ2102,Hanang,TZ2102161,Hidet
TZ21,Manyara,TZ2102,Hanang,TZ2102171,Simbay
TZ21,Manyara,TZ2102,Hanang,TZ2102181,Sirop
TZ21,Manyara,TZ2102,Hanang,TZ2102191,Gisambalang
TZ21,Manyara,TZ2102,Hanang,TZ2102203,Nangwa
TZ21,Manyara,TZ2102,Hanang,TZ2102212,Katesh
TZ21,Manyara,TZ2102,Hanang,TZ2102222,Ganana
TZ21,Manyara,TZ2102,Hanang,TZ2102231,Dirma
TZ21,Manyara,TZ2102,Hanang,TZ2102241,Lalaji
TZ21,Manyara,TZ2102,Hanang,TZ2102251,Endasiwold
TZ21,Manyara,TZ2103,Mbulu,TZ2103011,Daudi
TZ21,Manyara,TZ2103,Mbulu,TZ2103021,Bargish
TZ21,Manyara,TZ2103,Mbulu,TZ2103031,Gehandu
TZ21,Manyara,TZ2103,Mbulu,TZ2103041,Kainam
TZ21,Manyara,TZ2103,Mbulu,TZ2103051,Murray
TZ21,Manyara,TZ2103,Mbulu,TZ2103062,Ayamaami
TZ21,Manyara,TZ2103,Mbulu,TZ2103072,Uhuru
TZ21,Manyara,TZ2103,Mbulu,TZ2103081,Tlawi
TZ21,Manyara,TZ2103,Mbulu,TZ2103091,Bashay
TZ21,Manyara,TZ2103,Mbulu,TZ2103103,Dongobesh
TZ21,Manyara,TZ2103,Mbulu,TZ2103111,Tumati
TZ21,Manyara,TZ2103,Mbulu,TZ2103121,Maretadu
TZ21,Manyara,TZ2103,Mbulu,TZ2103131,Maghang
TZ21,Manyara,TZ2103,Mbulu,TZ2103143,Haydom
TZ21,Manyara,TZ2103,Mbulu,TZ2103151,Yaeda Chini
TZ21,Manyara,TZ2103,Mbulu,TZ2103161,Masieda
TZ21,Manyara,TZ2103,Mbulu,TZ2103171,Marang
TZ21,Manyara,TZ2103,Mbulu,TZ2103181,Gunyoda
TZ21,Manyara,TZ2103,Mbulu,TZ2103191,Nahasey
TZ21,Manyara,TZ2103,Mbulu,TZ2103201,Endamilay
TZ21,Manyara,TZ2103,Mbulu,TZ2103211,Yaeda Ampa
TZ21,Manyara,TZ2103,Mbulu,TZ2103221,Masqaroda
TZ21,Manyara,TZ2103,Mbulu,TZ2103231,Nambisi
TZ21,Manyara,TZ2103,Mbulu,TZ2103241,Dinamu
TZ21,Manyara,TZ2103,Mbulu,TZ2103252,Ayamohe
TZ21,Manyara,TZ2103,Mbulu,TZ2103262,Sanu Baray
TZ21,Manyara,TZ2103,Mbulu,TZ2103272,Imboru
TZ21,Manyara,TZ2103,Mbulu,TZ2103282,Endagikot
TZ21,Manyara,TZ2103,Mbulu,TZ2103291,Geterer
TZ21,Manyara,TZ2103,Mbulu,TZ2103301,Hayderer
TZ21,Manyara,TZ2103,Mbulu,TZ2103311,Eshkesh
TZ21,Manyara,TZ2103,Mbulu,TZ2103321,Gidihim
TZ21,Manyara,TZ2104,Simanjiro,TZ2104012,Orkesmet
TZ21,Manyara,TZ2104,Simanjiro,TZ2104031,Loiborsiret
TZ21,Manyara,TZ2104,Simanjiro,TZ2104041,Emboreet
TZ21,Manyara,TZ2104,Simanjiro,TZ2104051,Terrat
TZ21,Manyara,TZ2104,Simanjiro,TZ2104061,Oljoro  No. 5
TZ21,Manyara,TZ2104,Simanjiro,TZ2104071,Shambarai
TZ21,Manyara,TZ2104,Simanjiro,TZ2104082,Mererani
TZ21,Manyara,TZ2104,Simanjiro,TZ2104091,Msitu wa Tembo
TZ21,Manyara,TZ2104,Simanjiro,TZ2104101,Ngorika
TZ21,Manyara,TZ2104,Simanjiro,TZ2104111,Liborsoit
TZ21,Manyara,TZ2104,Simanjiro,TZ2104121,Ruvu Remiti
TZ21,Manyara,TZ2104,Simanjiro,TZ2104141,Komolo
TZ21,Manyara,TZ2104,Simanjiro,TZ2104151,Naisinyai
TZ21,Manyara,TZ2104,Simanjiro,TZ2104162,Endiantu
TZ21,Manyara,TZ2105,Kiteto,TZ2105012,Kibaya
TZ21,Manyara,TZ2105,Kiteto,TZ2105021,Partimbo
TZ21,Manyara,TZ2105,Kiteto,TZ2105051,Makame
TZ21,Manyara,TZ2105,Kiteto,TZ2105061,Ndedo
TZ21,Manyara,TZ2105,Kiteto,TZ2105071,Kijungu
TZ21,Manyara,TZ2105,Kiteto,TZ2105081,Lengatei
TZ21,Manyara,TZ2105,Kiteto,TZ2105091,Sunya
TZ21,Manyara,TZ2105,Kiteto,TZ2105101,Dongo
TZ21,Manyara,TZ2105,Kiteto,TZ2105111,Songambele
TZ21,Manyara,TZ2105,Kiteto,TZ2105121,Dosidosi
TZ21,Manyara,TZ2105,Kiteto,TZ2105131,Engusero
TZ21,Manyara,TZ2105,Kiteto,TZ2105143,Matui
TZ21,Manyara,TZ2105,Kiteto,TZ2105153,Bwagamoyo
TZ21,Manyara,TZ2105,Kiteto,TZ2105161,Loolera
TZ21,Manyara,TZ2105,Kiteto,TZ2105171,Magungu
TZ21,Manyara,TZ2105,Kiteto,TZ2105191,Namelock
TZ21,Manyara,TZ2106,Babati Urban,TZ2106012,Babati
TZ21,Manyara,TZ2106,Babati Urban,TZ2106021,Mutuka
TZ21,Manyara,TZ2106,Babati Urban,TZ2106033,Nangara
TZ21,Manyara,TZ2106,Babati Urban,TZ2106043,Singe
TZ21,Manyara,TZ2106,Babati Urban,TZ2106053,Bonga
TZ21,Manyara,TZ2106,Babati Urban,TZ2106063,Bagara
TZ21,Manyara,TZ2106,Babati Urban,TZ2106071,Sigino
TZ21,Manyara,TZ2106,Babati Urban,TZ2106083,Maisaka
TZ22,Njombe,TZ2201,Njombe Urban,TZ2201012,Njombe Mjini
TZ22,Njombe,TZ2201,Njombe Urban,TZ2201022,Mjimwema
TZ22,Njombe,TZ2201,Njombe Urban,TZ2201032,Ramadhani
TZ22,Njombe,TZ2201,Njombe Urban,TZ2201041,Yakobi
TZ22,Njombe,TZ2201,Njombe Urban,TZ2201051,Kifanya
TZ22,Njombe,TZ2201,Njombe Urban,TZ2201061,Ihanga
TZ22,Njombe,TZ2201,Njombe Urban,TZ2201071,Iwungilo
TZ22,Njombe,TZ2201,Njombe Urban,TZ2201083,Luponde
TZ22,Njombe,TZ2201,Njombe Urban,TZ2201091,Matola
TZ22,Njombe,TZ2201,Njombe Urban,TZ2201101,Makowo
TZ22,Njombe,TZ2201,Njombe Urban,TZ2201111,Lugenge
TZ22,Njombe,TZ2201,Njombe Urban,TZ2201123,Uwemba
TZ22,Njombe,TZ2201,Njombe Urban,TZ2201131,Utalingolo
TZ22,Njombe,TZ2202,Wanging'ombe,TZ2202011,Saja
TZ22,Njombe,TZ2202,Wanging'ombe,TZ2202021,Kijombe
TZ22,Njombe,TZ2202,Wanging'ombe,TZ2202033,Wanging'ombe
TZ22,Njombe,TZ2202,Wanging'ombe,TZ2202043,Ilembula
TZ22,Njombe,TZ2202,Wanging'ombe,TZ2202051,Uhambule
TZ22,Njombe,TZ2202,Wanging'ombe,TZ2202061,Usuka
TZ22,Njombe,TZ2202,Wanging'ombe,TZ2202071,Igwachanya
TZ22,Njombe,TZ2202,Wanging'ombe,TZ2202081,Mdandu
TZ22,Njombe,TZ2202,Wanging'ombe,TZ2202091,Igima
TZ22,Njombe,TZ2202,Wanging'ombe,TZ2202101,Imalinyi
TZ22,Njombe,TZ2202,Wanging'ombe,TZ2202111,Ulembwe
TZ22,Njombe,TZ2202,Wanging'ombe,TZ2202121,Makoga
TZ22,Njombe,TZ2202,Wanging'ombe,TZ2202131,Kipengere
TZ22,Njombe,TZ2202,Wanging'ombe,TZ2202141,Igosi
TZ22,Njombe,TZ2202,Wanging'ombe,TZ2202151,Wangama
TZ22,Njombe,TZ2202,Wanging'ombe,TZ2202161,Kidugala
TZ22,Njombe,TZ2202,Wanging'ombe,TZ2202171,Luduga
TZ22,Njombe,TZ2203,Makete,TZ2203011,Lupalilo
TZ22,Njombe,TZ2203,Makete,TZ2203013,Mang'oto
TZ22,Njombe,TZ2203,Makete,TZ2203023,Iwawa
TZ22,Njombe,TZ2203,Makete,TZ2203041,Lupila
TZ22,Njombe,TZ2203,Makete,TZ2203051,Ukwama
TZ22,Njombe,TZ2203,Makete,TZ2203061,Bulongwa
TZ22,Njombe,TZ2203,Makete,TZ2203071,Kipagalo
TZ22,Njombe,TZ2203,Makete,TZ2203081,Iniho
TZ22,Njombe,TZ2203,Makete,TZ2203091,Ipelele
TZ22,Njombe,TZ2203,Makete,TZ2203101,Kigulu
TZ22,Njombe,TZ2203,Makete,TZ2203113,Matamba
TZ22,Njombe,TZ2203,Makete,TZ2203121,Mlondwe
TZ22,Njombe,TZ2203,Makete,TZ2203131,Kitulo
TZ22,Njombe,TZ2203,Makete,TZ2203141,Ikuwo
TZ22,Njombe,TZ2203,Makete,TZ2203151,Mfumbi
TZ22,Njombe,TZ2203,Makete,TZ2203161,Ipepo
TZ22,Njombe,TZ2203,Makete,TZ2203171,Mbalatse
TZ22,Njombe,TZ2203,Makete,TZ2203181,Tandala
TZ22,Njombe,TZ2203,Makete,TZ2203191,Luwumbu
TZ22,Njombe,TZ2203,Makete,TZ2203201,Isapulano
TZ22,Njombe,TZ2203,Makete,TZ2203211,Kigala
TZ22,Njombe,TZ2203,Makete,TZ2203221,Itundu
TZ22,Njombe,TZ2204,Njombe,TZ2204013,Mtwango
TZ22,Njombe,TZ2204,Njombe,TZ2204021,Igongolo
TZ22,Njombe,TZ2204,Njombe,TZ2204031,Kichiwa
TZ22,Njombe,TZ2204,Njombe,TZ2204041,Ninga
TZ22,Njombe,TZ2204,Njombe,TZ2204051,Ikuna
TZ22,Njombe,TZ2204,Njombe,TZ2204061,Kidegembye
TZ22,Njombe,TZ2204,Njombe,TZ2204073,Matembwe
TZ22,Njombe,TZ2204,Njombe,TZ2204083,Lupembe
TZ22,Njombe,TZ2204,Njombe,TZ2204091,Ikondo
TZ22,Njombe,TZ2204,Njombe,TZ2204101,Mfriga
TZ22,Njombe,TZ2204,Njombe,TZ2204111,Idamba
TZ22,Njombe,TZ2205,Ludewa,TZ2205011,Lumbila
TZ22,Njombe,TZ2205,Ludewa,TZ2205021,Kilondo
TZ22,Njombe,TZ2205,Ludewa,TZ2205031,Mawengi
TZ22,Njombe,TZ2205,Ludewa,TZ2205041,Lupanga
TZ22,Njombe,TZ2205,Ludewa,TZ2205053,Mlangali
TZ22,Njombe,TZ2205,Ludewa,TZ2205061,Milo
TZ22,Njombe,TZ2205,Ludewa,TZ2205073,Lugarawa
TZ22,Njombe,TZ2205,Ludewa,TZ2205081,Madope
TZ22,Njombe,TZ2205,Ludewa,TZ2205091,Madilu
TZ22,Njombe,TZ2205,Ludewa,TZ2205101,Mundindi
TZ22,Njombe,TZ2205,Ludewa,TZ2205111,Mavanga
TZ22,Njombe,TZ2205,Ludewa,TZ2205121,Ibumi
TZ22,Njombe,TZ2205,Ludewa,TZ2205131,Nkomang'ombe
TZ22,Njombe,TZ2205,Ludewa,TZ2205141,Luilo
TZ22,Njombe,TZ2205,Ludewa,TZ2205151,Masasi
TZ22,Njombe,TZ2205,Ludewa,TZ2205163,Manda
TZ22,Njombe,TZ2205,Ludewa,TZ2205171,Iwela
TZ22,Njombe,TZ2205,Ludewa,TZ2205181,Lupingu
TZ22,Njombe,TZ2205,Ludewa,TZ2205193,Ludewa
TZ22,Njombe,TZ2205,Ludewa,TZ2205201,Ludende
TZ22,Njombe,TZ2205,Ludewa,TZ2205211,Luana
TZ22,Njombe,TZ2205,Ludewa,TZ2205221,Makonde
TZ22,Njombe,TZ2205,Ludewa,TZ2205231,Mkongobaki
TZ22,Njombe,TZ2205,Ludewa,TZ2205241,Lifuma
TZ22,Njombe,TZ2205,Ludewa,TZ2205251,Ruhuhu
TZ22,Njombe,TZ2206,Makambako Township Authority,TZ2206013,Ubena
TZ22,Njombe,TZ2206,Makambako Township Authority,TZ2206022,Mjimwema
TZ22,Njombe,TZ2206,Makambako Township Authority,TZ2206031,Mlowa
TZ22,Njombe,TZ2206,Makambako Township Authority,TZ2206043,Lyamkena
TZ22,Njombe,TZ2206,Makambako Township Authority,TZ2206052,Mwembetogwa
TZ22,Njombe,TZ2206,Makambako Township Authority,TZ2206061,Mahongole
TZ22,Njombe,TZ2206,Makambako Township Authority,TZ2206071,Kitandililo
TZ22,Njombe,TZ2206,Makambako Township Authority,TZ2206081,Utengule
TZ23,Katavi,TZ2301,Mpanda Urban,TZ2301011,Kakese
TZ23,Katavi,TZ2301,Mpanda Urban,TZ2301022,Misunkumilo
TZ23,Katavi,TZ2301,Mpanda Urban,TZ2301032,Shanwe
TZ23,Katavi,TZ2301,Mpanda Urban,TZ2301042,Makanyagio
TZ23,Katavi,TZ2301,Mpanda Urban,TZ2301052,Kashaulili
TZ23,Katavi,TZ2301,Mpanda Urban,TZ2301062,Mpanda Hotel
TZ23,Katavi,TZ2301,Mpanda Urban,TZ2301072,Kawajense
TZ23,Katavi,TZ2301,Mpanda Urban,TZ2301082,Nsemulwa
TZ23,Katavi,TZ2301,Mpanda Urban,TZ2301092,Ilembo
TZ23,Katavi,TZ2302,Mpanda,TZ2302013,Mishamo
TZ23,Katavi,TZ2302,Mpanda,TZ2302021,Mpanda Ndogo
TZ23,Katavi,TZ2302,Mpanda,TZ2302031,Mwese
TZ23,Katavi,TZ2302,Mpanda,TZ2302041,Katuma
TZ23,Katavi,TZ2302,Mpanda,TZ2302051,Kabungu
TZ23,Katavi,TZ2302,Mpanda,TZ2302061,Sibwesa
TZ23,Katavi,TZ2302,Mpanda,TZ2302071,Ikola
TZ23,Katavi,TZ2302,Mpanda,TZ2302083,Karema
TZ23,Katavi,TZ2302,Mpanda,TZ2302091,Kapalamsenga
TZ23,Katavi,TZ2303,Mlele,TZ2303011,Kasokola
TZ23,Katavi,TZ2303,Mlele,TZ2303021,Ugala
TZ23,Katavi,TZ2303,Mlele,TZ2303031,Litapunga
TZ23,Katavi,TZ2303,Mlele,TZ2303041,Mtapenda
TZ23,Katavi,TZ2303,Mlele,TZ2303053,Inyonga
TZ23,Katavi,TZ2303,Mlele,TZ2303061,Ilunde
TZ23,Katavi,TZ2303,Mlele,TZ2303071,Ilela
TZ23,Katavi,TZ2303,Mlele,TZ2303081,Utende
TZ23,Katavi,TZ2303,Mlele,TZ2303091,Mamba
TZ23,Katavi,TZ2303,Mlele,TZ2303101,Mbede
TZ23,Katavi,TZ2303,Mlele,TZ2303111,Urwira
TZ23,Katavi,TZ2303,Mlele,TZ2303121,Nsimbo
TZ23,Katavi,TZ2303,Mlele,TZ2303131,Magamba
TZ23,Katavi,TZ2303,Mlele,TZ2303141,Sitalike
TZ23,Katavi,TZ2303,Mlele,TZ2303153,Usevya
TZ23,Katavi,TZ2303,Mlele,TZ2303161,Kibaoni
TZ23,Katavi,TZ2303,Mlele,TZ2303171,Machimboni
TZ23,Katavi,TZ2303,Mlele,TZ2303181,Kapalala
TZ23,Katavi,TZ2303,Mlele,TZ2303191,Itenka
TZ23,Katavi,TZ2303,Mlele,TZ2303201,Ikuba
TZ23,Katavi,TZ2303,Mlele,TZ2303211,Mwamapuli
TZ23,Katavi,TZ2303,Mlele,TZ2303221,Majimoto
TZ23,Katavi,TZ2303,Mlele,TZ2303231,Kasansa
TZ23,Katavi,TZ2303,Mlele,TZ2303241,Nsenkwa
TZ24,Simiyu,TZ2401,Bariadi,TZ2401011,Nkindwabiye
TZ24,Simiyu,TZ2401,Bariadi,TZ2401021,Mwaubinge
TZ24,Simiyu,TZ2401,Bariadi,TZ2401033,Nkololo
TZ24,Simiyu,TZ2401,Bariadi,TZ2401041,Mwaumatondo
TZ24,Simiyu,TZ2401,Bariadi,TZ2401051,Madobana
TZ24,Simiyu,TZ2401,Bariadi,TZ2401061,Nyangokolwa
TZ24,Simiyu,TZ2401,Bariadi,TZ2401073,Somanda
TZ24,Simiyu,TZ2401,Bariadi,TZ2401081,Bunamhala
TZ24,Simiyu,TZ2401,Bariadi,TZ2401091,Sakwe
TZ24,Simiyu,TZ2401,Bariadi,TZ2401103,Ngulyati
TZ24,Simiyu,TZ2401,Bariadi,TZ2401111,Mhango
TZ24,Simiyu,TZ2401,Bariadi,TZ2401121,Kilalo
TZ24,Simiyu,TZ2401,Bariadi,TZ2401131,Kasoli
TZ24,Simiyu,TZ2401,Bariadi,TZ2401141,Gambosi
TZ24,Simiyu,TZ2401,Bariadi,TZ2401151,Guduwi
TZ24,Simiyu,TZ2401,Bariadi,TZ2401161,Ikungulyabashashi
TZ24,Simiyu,TZ2401,Bariadi,TZ2401173,Nyakabindi
TZ24,Simiyu,TZ2401,Bariadi,TZ2401183,Dutwa
TZ24,Simiyu,TZ2401,Bariadi,TZ2401191,Sapiwi
TZ24,Simiyu,TZ2401,Bariadi,TZ2401201,Matongo
TZ24,Simiyu,TZ2401,Bariadi,TZ2401211,Gilya
TZ24,Simiyu,TZ2401,Bariadi,TZ2401221,Isanga
TZ24,Simiyu,TZ2401,Bariadi,TZ2401233,Bariadi
TZ24,Simiyu,TZ2401,Bariadi,TZ2401243,Malambo
TZ24,Simiyu,TZ2401,Bariadi,TZ2401253,Sima
TZ24,Simiyu,TZ2402,Itilima,TZ2402011,Bumera
TZ24,Simiyu,TZ2402,Itilima,TZ2402021,Ikindiro
TZ24,Simiyu,TZ2402,Itilima,TZ2402031,Mwamtani
TZ24,Simiyu,TZ2402,Itilima,TZ2402041,Sagata
TZ24,Simiyu,TZ2402,Itilima,TZ2402051,Mwaswale
TZ24,Simiyu,TZ2402,Itilima,TZ2402061,Nkuyu
TZ24,Simiyu,TZ2402,Itilima,TZ2402071,Mhunze
TZ24,Simiyu,TZ2402,Itilima,TZ2402081,Migato
TZ24,Simiyu,TZ2402,Itilima,TZ2402091,Chinamili
TZ24,Simiyu,TZ2402,Itilima,TZ2402101,Ndolelezi
TZ24,Simiyu,TZ2402,Itilima,TZ2402111,Lagangabilili
TZ24,Simiyu,TZ2402,Itilima,TZ2402121,Budalabujiga
TZ24,Simiyu,TZ2402,Itilima,TZ2402131,Nkoma
TZ24,Simiyu,TZ2402,Itilima,TZ2402141,Mwalushu
TZ24,Simiyu,TZ2402,Itilima,TZ2402153,Mwamapalala
TZ24,Simiyu,TZ2402,Itilima,TZ2402161,Nyamalapa
TZ24,Simiyu,TZ2402,Itilima,TZ2402173,Lugulu
TZ24,Simiyu,TZ2402,Itilima,TZ2402181,Nhobora
TZ24,Simiyu,TZ2402,Itilima,TZ2402191,Zagayu
TZ24,Simiyu,TZ2402,Itilima,TZ2402201,Kinang'weli
TZ24,Simiyu,TZ2402,Itilima,TZ2402211,Mbita
TZ24,Simiyu,TZ2402,Itilima,TZ2402221,Sawida
TZ24,Simiyu,TZ2403,Meatu,TZ2403013,Mwanhuzi
TZ24,Simiyu,TZ2403,Meatu,TZ2403021,Nkoma
TZ24,Simiyu,TZ2403,Meatu,TZ2403031,Kimali
TZ24,Simiyu,TZ2403,Meatu,TZ2403041,Mwamishali
TZ24,Simiyu,TZ2403,Meatu,TZ2403051,Itinje
TZ24,Simiyu,TZ2403,Meatu,TZ2403061,Kisesa
TZ24,Simiyu,TZ2403,Meatu,TZ2403071,Mwandoya
TZ24,Simiyu,TZ2403,Meatu,TZ2403081,Lingeka
TZ24,Simiyu,TZ2403,Meatu,TZ2403091,Sakasaka
TZ24,Simiyu,TZ2403,Meatu,TZ2403101,Imalaseko
TZ24,Simiyu,TZ2403,Meatu,TZ2403111,Mwabuzo
TZ24,Simiyu,TZ2403,Meatu,TZ2403121,Mwamalole
TZ24,Simiyu,TZ2403,Meatu,TZ2403131,Mwanjolo
TZ24,Simiyu,TZ2403,Meatu,TZ2403141,Mwabuma
TZ24,Simiyu,TZ2403,Meatu,TZ2403151,Mwabusalu
TZ24,Simiyu,TZ2403,Meatu,TZ2403161,Lubiga
TZ24,Simiyu,TZ2403,Meatu,TZ2403171,Mwamanongu
TZ24,Simiyu,TZ2403,Meatu,TZ2403181,Nghoboko
TZ24,Simiyu,TZ2403,Meatu,TZ2403191,Bukundi
TZ24,Simiyu,TZ2403,Meatu,TZ2403201,Mwasengela
TZ24,Simiyu,TZ2403,Meatu,TZ2403211,Mwamanimba
TZ24,Simiyu,TZ2403,Meatu,TZ2403221,Tindabuligi
TZ24,Simiyu,TZ2403,Meatu,TZ2403231,Mwakisandu
TZ24,Simiyu,TZ2403,Meatu,TZ2403241,Mwangundo
TZ24,Simiyu,TZ2403,Meatu,TZ2403251,Mwanyahina
TZ24,Simiyu,TZ2404,Maswa,TZ2404011,Ng'wigwa
TZ24,Simiyu,TZ2404,Maswa,TZ2404021,Nguliguli
TZ24,Simiyu,TZ2404,Maswa,TZ2404031,Ipililo
TZ24,Simiyu,TZ2404,Maswa,TZ2404041,Senani
TZ24,Simiyu,TZ2404,Maswa,TZ2404051,Mwamanenge
TZ24,Simiyu,TZ2404,Maswa,TZ2404061,Sukuma
TZ24,Simiyu,TZ2404,Maswa,TZ2404071,Mpindo
TZ24,Simiyu,TZ2404,Maswa,TZ2404081,Dakama
TZ24,Simiyu,TZ2404,Maswa,TZ2404093,Lalago
TZ24,Simiyu,TZ2404,Maswa,TZ2404101,Budekwa
TZ24,Simiyu,TZ2404,Maswa,TZ2404111,Busilili
TZ24,Simiyu,TZ2404,Maswa,TZ2404121,Sengwa
TZ24,Simiyu,TZ2404,Maswa,TZ2404131,Masela
TZ24,Simiyu,TZ2404,Maswa,TZ2404141,Isanga
TZ24,Simiyu,TZ2404,Maswa,TZ2404151,Zanzui
TZ24,Simiyu,TZ2404,Maswa,TZ2404161,Mwamashimba
TZ24,Simiyu,TZ2404,Maswa,TZ2404171,Buchambi
TZ24,Simiyu,TZ2404,Maswa,TZ2404181,Kadoto
TZ24,Simiyu,TZ2404,Maswa,TZ2404191,Shishiyu
TZ24,Simiyu,TZ2404,Maswa,TZ2404201,Nyabubinza
TZ24,Simiyu,TZ2404,Maswa,TZ2404211,Mwang'honoli
TZ24,Simiyu,TZ2404,Maswa,TZ2404221,Kulimi
TZ24,Simiyu,TZ2404,Maswa,TZ2404233,Malampaka
TZ24,Simiyu,TZ2404,Maswa,TZ2404241,Badi
TZ24,Simiyu,TZ2404,Maswa,TZ2404253,Nyalikungu
TZ24,Simiyu,TZ2404,Maswa,TZ2404263,Binza
TZ24,Simiyu,TZ2405,Busega,TZ2405011,Shigala
TZ24,Simiyu,TZ2405,Busega,TZ2405021,Badugu
TZ24,Simiyu,TZ2405,Busega,TZ2405031,Nyaluhande
TZ24,Simiyu,TZ2405,Busega,TZ2405041,Kiloleli
TZ24,Simiyu,TZ2405,Busega,TZ2405051,Mwamanyili
TZ24,Simiyu,TZ2405,Busega,TZ2405063,Kabita
TZ24,Simiyu,TZ2405,Busega,TZ2405073,Kalemela
TZ24,Simiyu,TZ2405,Busega,TZ2405083,Lamadi
TZ24,Simiyu,TZ2405,Busega,TZ2405091,Lutubiga
TZ24,Simiyu,TZ2405,Busega,TZ2405101,Mkula
TZ24,Simiyu,TZ2405,Busega,TZ2405111,Ngasamo
TZ24,Simiyu,TZ2405,Busega,TZ2405121,Malili
TZ24,Simiyu,TZ2405,Busega,TZ2405131,Igalukilo
TZ25,Geita,TZ2501,Geita,TZ2501011,Kagu
TZ25,Geita,TZ2501,Geita,TZ2501021,Bugulula
TZ25,Geita,TZ2501,Geita,TZ2501031,Senga
TZ25,Geita,TZ2501,Geita,TZ2501041,Kakubilo
TZ25,Geita,TZ2501,Geita,TZ2501053,Nkome
TZ25,Geita,TZ2501,Geita,TZ2501061,Katoma
TZ25,Geita,TZ2501,Geita,TZ2501071,Nzera
TZ25,Geita,TZ2501,Geita,TZ2501081,Lwezera
TZ25,Geita,TZ2501,Geita,TZ2501091,Kamhanga
TZ25,Geita,TZ2501,Geita,TZ2501101,Bugalama
TZ25,Geita,TZ2501,Geita,TZ2501111,Lubanga
TZ25,Geita,TZ2501,Geita,TZ2501121,Isulwabutunde
TZ25,Geita,TZ2501,Geita,TZ2501133,Kasamwa
TZ25,Geita,TZ2501,Geita,TZ2501141,Bung'wangoko
TZ25,Geita,TZ2501,Geita,TZ2501151,Bulela
TZ25,Geita,TZ2501,Geita,TZ2501161,Ihanamilo
TZ25,Geita,TZ2501,Geita,TZ2501171,Nyanguku
TZ25,Geita,TZ2501,Geita,TZ2501181,Kamena
TZ25,Geita,TZ2501,Geita,TZ2501191,Nyamalimbe
TZ25,Geita,TZ2501,Geita,TZ2501201,Bujula
TZ25,Geita,TZ2501,Geita,TZ2501211,Bukoli
TZ25,Geita,TZ2501,Geita,TZ2501221,Butobela
TZ25,Geita,TZ2501,Geita,TZ2501231,Nyarugusu
TZ25,Geita,TZ2501,Geita,TZ2501241,Nyakamwaga
TZ25,Geita,TZ2501,Geita,TZ2501251,Lwamgasa
TZ25,Geita,TZ2501,Geita,TZ2501261,Kaseme
TZ25,Geita,TZ2501,Geita,TZ2501271,Busanda
TZ25,Geita,TZ2501,Geita,TZ2501283,Katoro
TZ25,Geita,TZ2501,Geita,TZ2501291,Nyamigota
TZ25,Geita,TZ2501,Geita,TZ2501301,Nyakagomba
TZ25,Geita,TZ2501,Geita,TZ2501311,Nyachiluluma
TZ25,Geita,TZ2501,Geita,TZ2501321,Bukondo
TZ25,Geita,TZ2501,Geita,TZ2501331,Chigunga
TZ25,Geita,TZ2501,Geita,TZ2501341,Mtakuja
TZ25,Geita,TZ2501,Geita,TZ2501352,Kalangalala
TZ25,Geita,TZ2502,Nyang'hwale,TZ2502011,Shabaka
TZ25,Geita,TZ2502,Nyang'hwale,TZ2502021,Busolwa
TZ25,Geita,TZ2502,Nyang'hwale,TZ2502031,Kakura
TZ25,Geita,TZ2502,Nyang'hwale,TZ2502041,Nyugwa
TZ25,Geita,TZ2502,Nyang'hwale,TZ2502051,Bukwimba
TZ25,Geita,TZ2502,Nyang'hwale,TZ2502061,Kafita
TZ25,Geita,TZ2502,Nyang'hwale,TZ2502071,Kharumwa
TZ25,Geita,TZ2502,Nyang'hwale,TZ2502081,Izunya
